date,facility_id,patients_in,patients_out,beds_occupied,beds_available,ambulances_used,doctors_available,staff_available
2023-03-23,FAC0256,4,0,12,16,1,5,11
2023-06-27,FAC0218,0,0,9,2,2,6,12
2024-09-05,FAC0245,4,1,35,9,0,2,12
2023-07-16,FAC0033,0,4,18,44,1,3,18
2024-01-20,FAC0027,47,28,117,237,2,3,8
2023-10-01,FAC0181,5,5,42,5,1,5,14
2024-02-19,FAC0236,4,2,19,9,0,3,10
2024-08-24,FAC0173,3,2,8,14,1,4,12
2023-03-24,FAC0293,1,0,16,8,0,4,16
2023-04-22,FAC0282,1,1,19,16,2,1,18
2023-12-08,FAC0102,1,1,4,9,0,3,22
2024-08-31,FAC0293,0,1,19,5,1,4,17
2023-06-26,FAC0055,37,5,314,118,1,10,15
2024-05-26,FAC0114,0,4,25,11,2,6,13
2023-07-24,FAC0227,49,29,419,33,7,4,8
2023-10-06,FAC0185,18,4,205,49,7,7,17
2024-06-12,FAC0297,2,2,11,10,1,5,7
2023-02-16,FAC0293,2,2,21,3,0,8,26
2024-07-17,FAC0188,17,33,149,159,2,1,10
2023-04-19,FAC0196,1,3,19,10,1,6,10
2024-10-09,FAC0128,2,2,44,13,3,11,10
2024-03-25,FAC0003,2,2,9,11,2,5,9
2023-03-29,FAC0095,3,3,30,10,3,4,8
2023-06-29,FAC0201,0,3,57,8,0,4,13
2023-11-16,FAC0188,17,19,274,34,3,1,19
2023-01-08,FAC0261,2,2,19,16,2,3,10
2023-08-21,FAC0026,0,0,8,5,0,7,7
2024-06-07,FAC0165,10,17,109,183,2,1,13
2024-01-10,FAC0185,22,29,223,31,1,9,14
2023-11-22,FAC0177,1,2,18,20,3,5,6
2023-07-25,FAC0071,0,1,8,3,1,5,14
2024-11-23,FAC0271,0,1,10,11,0,4,18
2023-06-02,FAC0037,22,3,113,58,3,9,12
2024-04-09,FAC0278,0,15,137,20,5,6,9
2024-07-31,FAC0113,1,0,11,2,2,9,9
2024-12-19,FAC0234,1,0,3,8,1,2,8
2024-08-13,FAC0057,0,1,6,5,2,8,17
2024-01-11,FAC0291,3,4,32,6,0,5,18
2024-12-20,FAC0234,0,1,7,4,1,2,6
2024-08-07,FAC0029,0,0,11,8,0,3,20
2024-11-10,FAC0217,3,1,60,35,1,6,20
2024-05-28,FAC0133,2,0,38,21,2,4,11
2024-08-24,FAC0095,6,0,37,3,1,3,12
2024-05-17,FAC0229,0,1,18,5,0,4,8
2023-09-05,FAC0084,2,3,23,8,0,3,9
2024-09-15,FAC0076,4,4,19,18,1,10,12
2023-01-15,FAC0047,1,1,4,2,1,3,16
2023-03-25,FAC0026,0,1,8,5,0,4,13
2024-06-21,FAC0272,3,2,16,6,1,7,18
2024-10-27,FAC0293,1,1,12,12,0,8,15
2024-12-06,FAC0204,1,0,2,4,0,7,21
2024-04-05,FAC0020,2,0,14,6,1,4,5
2024-07-26,FAC0094,8,6,41,16,5,4,13
2023-08-14,FAC0298,1,2,9,10,0,2,18
2024-06-26,FAC0166,0,1,12,5,0,3,15
2024-07-24,FAC0181,6,3,20,27,0,4,13
2023-05-08,FAC0188,7,23,213,95,0,1,18
2023-09-08,FAC0016,1,2,5,13,2,5,9
2023-03-15,FAC0277,0,1,10,4,1,4,13
2024-06-02,FAC0108,2,3,29,5,0,2,9
2024-10-11,FAC0066,15,37,332,30,1,4,13
2023-08-25,FAC0028,3,3,39,7,2,11,15
2024-02-15,FAC0191,0,0,34,15,1,4,12
2023-06-26,FAC0274,1,5,30,62,0,7,17
2024-03-13,FAC0041,1,0,5,3,0,5,7
2024-09-26,FAC0247,0,1,3,9,0,3,11
2023-12-29,FAC0267,8,7,48,32,1,7,13
2024-03-11,FAC0051,65,51,306,174,2,10,11
2023-11-16,FAC0121,0,0,28,17,1,2,12
2023-11-17,FAC0243,2,18,180,113,1,6,15
2023-05-15,FAC0297,2,0,18,3,0,6,5
2024-01-18,FAC0108,2,0,19,15,0,2,12
2023-09-30,FAC0272,3,2,18,4,0,4,17
2024-12-26,FAC0062,1,1,13,9,0,2,7
2023-09-17,FAC0292,3,2,19,4,0,5,10
2023-12-09,FAC0165,9,0,167,125,1,1,13
2023-01-10,FAC0158,50,21,217,230,2,2,4
2024-03-18,FAC0006,18,28,119,125,3,4,13
2024-08-03,FAC0276,0,0,20,13,1,3,13
2023-09-29,FAC0212,4,2,17,38,4,3,19
2024-05-08,FAC0216,0,0,5,6,1,5,14
2023-08-27,FAC0103,4,6,31,28,3,2,7
2024-06-03,FAC0076,1,2,28,9,0,8,8
2023-12-19,FAC0032,0,0,9,4,0,8,9
2023-05-27,FAC0184,1,1,21,15,2,7,11
2023-06-25,FAC0286,1,2,16,2,0,3,11
2024-08-12,FAC0239,1,0,2,3,0,5,5
2023-09-17,FAC0040,2,0,7,9,1,5,9
2024-12-14,FAC0134,3,1,20,3,1,1,11
2023-12-15,FAC0250,3,0,12,9,2,5,9
2024-10-22,FAC0141,7,1,45,4,1,8,12
2024-07-28,FAC0278,22,0,83,74,2,5,11
2023-09-23,FAC0254,1,1,5,11,2,5,8
2024-03-08,FAC0237,3,0,17,12,0,2,7
2023-08-19,FAC0244,0,1,7,4,1,5,10
2023-01-31,FAC0110,6,4,20,21,0,6,14
2023-12-13,FAC0170,1,3,146,90,4,10,9
2024-08-31,FAC0277,2,0,6,8,1,6,14
2024-12-28,FAC0128,0,0,35,22,2,9,9
2023-08-27,FAC0067,0,2,25,2,1,4,18
2024-02-29,FAC0025,0,1,15,11,0,1,26
2024-09-17,FAC0276,1,1,28,5,0,7,8
2024-01-22,FAC0049,0,6,31,58,0,4,12
2023-11-01,FAC0197,1,3,24,14,0,4,10
2023-11-20,FAC0272,1,1,10,12,0,5,12
2024-07-11,FAC0128,4,1,43,14,1,9,11
2024-05-16,FAC0226,3,2,25,20,1,3,14
2023-05-09,FAC0079,2,0,11,6,0,8,23
2023-03-30,FAC0017,24,39,387,28,2,4,13
2023-03-05,FAC0167,9,7,40,24,0,1,6
2024-09-10,FAC0087,1,2,6,11,0,5,9
2023-10-18,FAC0277,2,1,9,5,0,4,15
2024-03-28,FAC0156,0,10,80,20,3,8,5
2023-03-26,FAC0268,0,3,26,17,1,1,11
2023-06-25,FAC0146,1,1,4,5,0,3,12
2023-03-27,FAC0138,1,1,4,5,0,6,14
2024-03-07,FAC0069,1,0,6,8,0,2,12
2023-07-31,FAC0185,38,28,145,109,5,11,12
2024-07-01,FAC0138,0,0,8,1,1,3,9
2024-05-11,FAC0001,0,1,12,12,0,6,8
2023-11-15,FAC0177,1,0,32,6,3,5,11
2024-03-22,FAC0289,5,4,23,23,1,3,11
2023-05-23,FAC0132,3,0,11,18,1,5,6
2024-05-27,FAC0082,2,0,9,14,0,6,15
2024-10-27,FAC0025,1,2,22,4,1,1,24
2023-04-02,FAC0187,26,11,202,143,1,9,7
2023-10-22,FAC0295,2,0,5,9,1,6,16
2024-11-05,FAC0158,29,51,226,221,3,2,4
2024-10-24,FAC0115,7,2,26,33,0,4,11
2023-07-30,FAC0170,16,14,173,63,1,9,9
2023-10-08,FAC0106,1,2,17,23,0,3,12
2023-01-28,FAC0239,0,1,4,1,1,5,5
2024-10-13,FAC0150,3,0,19,11,0,2,12
2024-02-20,FAC0237,2,3,18,11,1,5,8
2023-12-02,FAC0255,5,3,30,7,0,8,12
2024-12-03,FAC0016,0,2,16,2,0,3,11
2023-07-20,FAC0047,1,0,2,4,0,6,14
2024-10-07,FAC0227,52,17,147,305,3,6,8
2024-06-19,FAC0083,3,2,12,9,0,7,8
2024-11-30,FAC0233,1,0,7,1,1,9,10
2023-09-28,FAC0253,0,2,30,6,1,3,17
2024-11-22,FAC0037,1,1,144,27,0,8,16
2023-10-01,FAC0209,3,1,11,14,1,4,13
2024-05-19,FAC0033,5,4,44,18,1,2,14
2023-11-11,FAC0175,4,3,27,11,1,3,12
2024-09-05,FAC0077,0,1,7,3,1,7,16
2023-12-03,FAC0094,3,4,42,15,8,4,14
2024-07-26,FAC0207,1,2,23,12,1,4,6
2024-05-10,FAC0052,1,0,10,5,1,14,23
2023-10-12,FAC0131,2,0,34,7,2,2,14
2023-07-30,FAC0102,0,1,5,8,1,2,13
2024-01-26,FAC0218,0,1,7,4,1,7,18
2023-02-06,FAC0285,27,9,190,180,0,3,20
2024-08-18,FAC0277,0,1,4,10,0,6,13
2023-05-24,FAC0161,1,1,6,5,0,3,16
2024-04-11,FAC0245,1,3,13,31,2,1,15
2023-03-27,FAC0089,9,3,38,23,0,4,11
2024-07-26,FAC0140,1,0,10,22,0,10,13
2024-06-05,FAC0151,9,0,46,20,0,2,8
2023-04-19,FAC0222,4,2,54,5,3,5,20
2023-12-16,FAC0226,4,3,31,14,0,4,7
2024-09-23,FAC0236,2,1,25,3,0,1,14
2023-01-22,FAC0136,1,3,20,15,0,6,12
2024-09-28,FAC0001,2,1,9,15,0,6,8
2023-01-18,FAC0186,1,0,11,5,0,7,9
2023-06-30,FAC0053,0,0,8,7,0,3,9
2024-08-02,FAC0191,6,4,29,20,1,4,8
2023-06-25,FAC0170,15,7,167,69,2,7,15
2023-12-29,FAC0205,5,7,56,26,3,9,8
2023-06-16,FAC0020,1,0,11,9,1,2,11
2024-04-04,FAC0222,8,7,48,11,2,7,20
2024-08-21,FAC0140,1,0,19,13,0,10,17
2024-01-01,FAC0261,0,4,32,3,2,5,18
2024-03-01,FAC0258,1,0,46,10,2,4,17
2023-03-05,FAC0246,7,1,45,14,0,3,8
2023-03-16,FAC0186,2,1,11,5,2,7,12
2024-04-13,FAC0176,3,0,22,3,0,11,7
2023-10-01,FAC0093,12,6,210,93,1,6,10
2024-01-31,FAC0145,2,3,16,18,2,7,6
2023-08-20,FAC0043,6,0,42,7,0,9,15
2024-06-25,FAC0200,3,1,18,11,2,6,22
2024-10-21,FAC0186,1,1,12,4,0,5,11
2024-10-02,FAC0015,13,13,103,69,5,5,9
2024-05-19,FAC0268,5,5,22,21,2,1,7
2024-02-13,FAC0058,0,1,13,2,1,2,6
2024-02-26,FAC0197,1,0,13,25,0,7,9
2023-10-18,FAC0017,6,19,289,126,1,3,17
2023-07-17,FAC0289,3,1,19,27,0,2,16
2024-04-08,FAC0283,5,4,27,12,1,8,11
2023-12-10,FAC0186,1,0,9,7,0,6,14
2023-01-13,FAC0228,0,0,15,9,0,7,13
2023-10-12,FAC0107,6,5,68,8,0,5,20
2024-03-03,FAC0298,0,0,7,12,1,1,12
2023-03-03,FAC0288,1,1,20,3,0,3,9
2023-10-20,FAC0042,2,2,15,7,1,2,10
2023-08-28,FAC0037,18,11,105,66,2,9,18
2024-09-14,FAC0251,2,2,11,13,1,6,10
2023-06-25,FAC0018,1,1,9,2,0,6,14
2023-08-07,FAC0136,3,0,26,9,1,6,20
2023-12-03,FAC0297,1,2,14,7,0,7,5
2024-02-06,FAC0279,9,3,47,51,1,3,16
2023-11-14,FAC0268,4,5,14,29,0,1,9
2024-07-31,FAC0276,4,3,14,19,1,6,7
2024-11-01,FAC0193,1,1,12,12,1,5,7
2024-09-23,FAC0296,33,42,209,190,9,3,14
2023-03-28,FAC0135,0,0,22,8,1,5,12
2023-03-07,FAC0036,2,0,7,9,0,2,9
2024-03-13,FAC0064,3,5,67,9,3,8,16
2023-12-08,FAC0173,3,0,16,6,0,3,14
2023-06-29,FAC0174,7,0,77,75,3,1,6
2024-12-12,FAC0056,4,1,19,9,0,6,7
2023-01-05,FAC0245,4,1,30,14,1,1,24
2024-06-02,FAC0269,3,1,15,9,1,4,8
2023-05-17,FAC0066,39,40,260,102,4,4,15
2023-02-17,FAC0271,3,0,11,10,1,4,13
2024-12-10,FAC0146,1,1,2,7,0,3,8
2023-07-16,FAC0265,4,2,13,16,0,6,10
2023-06-25,FAC0286,1,2,13,5,0,2,7
2023-06-06,FAC0067,2,1,9,18,0,4,11
2024-03-31,FAC0146,1,0,2,7,1,2,8
2023-02-27,FAC0120,2,5,90,24,0,4,10
2023-05-28,FAC0247,0,1,3,9,0,4,10
2024-03-21,FAC0072,3,8,39,29,2,12,12
2023-12-03,FAC0280,44,3,194,240,2,4,11
2023-08-05,FAC0225,2,1,11,19,0,7,11
2023-04-26,FAC0297,2,0,9,12,0,7,11
2024-11-11,FAC0219,0,0,6,8,1,4,15
2023-09-13,FAC0104,1,4,38,4,0,12,6
2023-01-13,FAC0217,3,3,84,11,1,4,14
2023-11-18,FAC0045,0,0,15,22,0,7,13
2024-10-25,FAC0049,8,0,65,24,0,7,13
2023-11-04,FAC0189,2,0,9,5,1,3,19
2023-11-09,FAC0221,40,27,241,79,2,4,7
2023-11-18,FAC0298,1,2,5,14,1,2,17
2024-12-08,FAC0099,3,5,49,10,1,5,6
2024-02-26,FAC0150,4,1,15,15,1,3,16
2024-09-18,FAC0249,0,0,20,10,0,4,14
2023-02-14,FAC0067,4,2,24,3,1,3,16
2023-03-12,FAC0158,51,2,347,100,4,2,6
2023-09-07,FAC0211,0,1,9,3,0,6,11
2023-12-04,FAC0288,3,0,12,11,0,7,9
2023-06-16,FAC0207,2,4,19,16,1,7,12
2024-04-23,FAC0259,1,1,18,1,0,6,13
2023-08-16,FAC0139,0,7,53,18,2,2,22
2023-05-01,FAC0065,8,0,64,21,1,7,17
2024-03-12,FAC0115,3,2,49,10,0,4,15
2024-06-04,FAC0057,0,1,3,8,0,5,10
2023-12-08,FAC0264,9,0,69,4,2,4,15
2024-11-20,FAC0109,3,0,16,8,0,4,6
2023-02-09,FAC0007,3,0,23,25,1,10,15
2023-09-09,FAC0211,0,1,7,5,0,4,16
2023-12-10,FAC0018,0,0,4,7,0,8,12
2024-01-03,FAC0027,15,23,222,132,3,4,8
2023-03-15,FAC0044,0,2,27,9,0,6,12
2023-06-23,FAC0001,1,1,22,2,1,5,7
2024-09-17,FAC0096,1,1,17,17,0,4,9
2023-10-22,FAC0057,0,0,8,3,0,5,12
2023-05-06,FAC0207,2,1,27,8,0,6,9
2024-02-13,FAC0069,1,1,9,5,0,5,13
2024-06-22,FAC0030,2,1,11,3,0,3,8
2023-12-05,FAC0267,12,2,35,45,0,5,9
2024-09-13,FAC0103,4,7,27,32,3,3,11
2023-01-19,FAC0004,3,2,10,14,0,5,14
2024-01-17,FAC0088,2,4,19,20,0,9,11
2024-01-05,FAC0159,3,0,28,13,1,6,11
2024-10-02,FAC0010,1,1,6,7,1,2,14
2023-12-14,FAC0158,43,6,368,79,0,1,3
2023-10-20,FAC0029,0,2,17,2,1,2,20
2024-10-28,FAC0244,1,0,6,5,1,5,14
2024-08-27,FAC0209,0,0,13,12,1,5,16
2023-04-22,FAC0273,2,2,25,6,2,6,5
2024-11-23,FAC0270,5,4,22,27,0,5,15
2024-10-14,FAC0250,0,0,16,5,0,6,10
2023-10-25,FAC0141,5,2,32,17,2,5,9
2024-11-25,FAC0239,0,1,3,2,0,6,6
2023-08-05,FAC0287,4,1,10,26,1,2,9
2023-12-10,FAC0036,1,0,8,8,1,4,7
2023-07-12,FAC0024,0,1,5,8,2,5,11
2024-11-09,FAC0155,2,3,53,10,2,4,16
2024-02-16,FAC0256,0,1,18,10,0,5,19
2024-01-19,FAC0095,0,2,12,28,3,6,14
2023-01-16,FAC0059,2,0,17,19,2,4,12
2023-10-06,FAC0247,0,0,4,8,0,4,15
2024-05-15,FAC0142,29,35,202,157,2,3,9
2023-04-03,FAC0258,0,1,44,12,1,3,11
2023-01-02,FAC0288,0,1,15,8,0,7,9
2024-01-14,FAC0225,4,0,15,15,1,4,12
2023-03-10,FAC0152,9,23,99,176,5,7,16
2023-01-06,FAC0236,1,2,19,9,0,1,10
2024-01-16,FAC0090,4,3,26,4,1,4,14
2023-12-11,FAC0200,4,3,26,3,2,8,22
2023-06-02,FAC0276,0,0,30,3,0,4,10
2023-06-23,FAC0057,1,0,5,6,0,6,14
2023-03-18,FAC0108,0,4,14,20,0,4,10
2023-11-28,FAC0218,0,1,7,4,0,10,12
2024-12-30,FAC0145,1,0,16,18,0,10,5
2024-03-14,FAC0295,2,1,12,2,1,6,14
2023-06-14,FAC0142,52,27,269,90,5,3,15
2023-08-04,FAC0040,2,0,10,6,1,4,12
2023-03-12,FAC0171,1,0,7,9,0,2,11
2024-01-24,FAC0033,5,3,38,24,0,4,18
2024-12-13,FAC0245,6,5,38,6,1,1,15
2023-01-10,FAC0034,0,0,4,6,1,7,8
2023-11-24,FAC0286,0,0,12,6,0,3,6
2023-05-18,FAC0208,3,1,28,11,1,4,20
2024-04-25,FAC0259,0,2,17,2,0,3,21
2023-11-02,FAC0165,8,21,98,194,0,1,14
2023-04-20,FAC0021,1,2,16,3,0,5,15
2023-08-24,FAC0005,1,0,12,4,1,9,15
2024-11-13,FAC0178,1,1,15,4,0,5,7
2023-03-28,FAC0213,4,0,17,10,0,5,14
2024-02-19,FAC0150,0,0,20,10,1,1,10
2024-07-02,FAC0218,0,0,6,5,2,5,14
2023-01-30,FAC0192,2,32,177,133,4,8,11
2023-03-19,FAC0032,1,0,11,2,1,6,11
2024-02-11,FAC0214,1,0,10,9,0,4,8
2024-01-16,FAC0065,11,7,52,33,3,6,13
2023-11-09,FAC0055,62,0,361,71,3,5,12
2023-12-23,FAC0106,3,2,33,7,1,5,12
2023-02-05,FAC0203,11,6,47,51,3,11,17
2024-03-07,FAC0010,1,1,10,3,0,3,12
2024-12-03,FAC0176,0,2,15,10,1,5,7
2024-07-05,FAC0090,0,1,25,5,1,5,12
2023-08-12,FAC0149,1,0,9,3,0,5,20
2023-03-23,FAC0184,4,4,31,5,0,4,9
2023-05-24,FAC0010,0,1,4,9,0,5,7
2023-02-27,FAC0147,4,0,26,15,0,6,7
2024-05-12,FAC0187,20,21,236,109,1,11,15
2023-04-16,FAC0262,0,1,6,16,1,5,13
2024-09-10,FAC0002,4,0,34,8,1,2,11
2023-11-12,FAC0233,1,1,6,2,1,7,11
2023-10-02,FAC0070,19,5,162,26,4,3,20
2024-01-15,FAC0083,0,1,6,15,2,6,14
2023-07-07,FAC0290,0,0,18,11,1,8,14
2023-05-09,FAC0175,5,0,35,3,1,2,14
2024-12-18,FAC0100,34,17,105,171,3,8,16
2024-04-18,FAC0208,4,3,15,24,1,2,14
2024-10-03,FAC0208,3,1,20,19,0,3,18
2024-04-29,FAC0047,1,1,4,2,1,6,16
2024-07-16,FAC0010,0,0,8,5,1,3,7
2024-07-26,FAC0108,5,1,22,12,2,3,15
2024-12-31,FAC0210,2,3,42,8,2,4,11
2024-01-09,FAC0035,3,0,11,11,0,8,14
2024-03-15,FAC0193,2,0,8,16,1,9,12
2024-10-30,FAC0099,0,0,24,35,2,5,4
2023-09-07,FAC0015,19,7,63,109,1,9,7
2023-12-06,FAC0237,3,0,15,14,1,4,11
2024-08-20,FAC0124,15,9,87,173,7,3,19
2023-11-01,FAC0106,2,2,14,26,2,4,7
2023-10-09,FAC0174,19,1,82,70,2,1,7
2023-04-28,FAC0266,9,8,39,57,2,7,9
2023-08-03,FAC0014,4,3,37,7,1,4,21
2024-04-11,FAC0036,0,0,6,10,0,4,10
2023-08-02,FAC0187,4,0,168,177,4,10,9
2024-05-09,FAC0234,0,1,7,4,0,2,7
2023-11-19,FAC0105,4,3,26,4,0,5,20
2024-08-21,FAC0262,3,2,16,6,0,4,7
2024-01-02,FAC0124,35,27,225,35,1,3,15
2024-02-14,FAC0259,1,1,11,8,0,4,26
2024-05-02,FAC0108,0,4,14,20,2,4,11
2023-07-18,FAC0266,3,0,78,18,1,8,14
2024-05-01,FAC0222,7,3,21,38,3,4,15
2024-06-20,FAC0027,45,34,306,48,0,5,13
2023-04-01,FAC0047,0,0,5,1,1,4,10
2024-07-30,FAC0127,7,4,31,22,2,5,9
2024-04-04,FAC0110,1,4,28,13,0,6,21
2023-06-28,FAC0142,22,9,244,115,3,1,9
2023-06-07,FAC0202,10,7,20,47,0,5,11
2024-09-21,FAC0105,1,0,21,9,2,2,21
2023-11-13,FAC0214,2,1,14,5,2,5,6
2023-05-09,FAC0180,18,13,154,24,0,3,10
2024-10-01,FAC0243,26,15,141,152,2,9,22
2024-10-24,FAC0229,3,2,18,5,0,6,14
2023-06-04,FAC0032,0,0,8,5,1,12,13
2023-09-13,FAC0241,1,0,11,4,1,6,12
2023-03-04,FAC0210,4,1,45,5,0,2,7
2023-04-12,FAC0184,1,3,11,25,2,8,10
2023-06-21,FAC0279,2,10,37,61,3,5,10
2024-06-06,FAC0276,3,1,11,22,1,4,11
2023-08-15,FAC0118,5,4,17,21,0,3,17
2023-11-08,FAC0285,26,25,327,43,0,6,12
2023-12-16,FAC0199,0,3,21,10,1,2,15
2023-11-30,FAC0180,10,4,136,42,2,2,8
2024-11-27,FAC0284,32,23,129,86,1,3,15
2024-02-01,FAC0034,1,0,5,5,0,5,14
2024-05-02,FAC0009,3,2,18,12,0,3,20
2024-04-25,FAC0029,2,1,13,6,1,2,10
2023-02-07,FAC0233,0,1,2,6,0,5,11
2024-04-20,FAC0189,1,1,10,4,1,4,18
2023-10-20,FAC0056,3,1,8,20,1,8,13
2023-12-18,FAC0001,1,1,17,7,1,5,7
2024-11-13,FAC0252,11,5,58,38,0,6,17
2023-06-12,FAC0259,1,2,8,11,0,7,16
2023-11-15,FAC0073,0,0,6,2,1,2,17
2024-01-07,FAC0022,1,0,13,5,0,2,10
2023-02-13,FAC0243,26,6,132,161,0,5,14
2023-12-20,FAC0201,2,0,61,4,1,2,9
2024-10-15,FAC0090,4,0,14,16,1,7,15
2024-07-04,FAC0213,0,0,23,4,1,5,15
2023-05-11,FAC0129,3,1,20,20,2,4,14
2024-12-02,FAC0008,2,1,9,15,0,3,12
2024-04-05,FAC0112,3,1,8,15,2,4,16
2024-06-22,FAC0160,5,2,33,3,1,4,10
2024-01-29,FAC0003,0,0,16,4,0,6,11
2023-12-13,FAC0005,1,1,12,4,0,5,14
2024-09-07,FAC0253,5,2,25,11,2,2,17
2024-09-03,FAC0177,2,2,22,16,0,2,8
2023-05-14,FAC0055,20,19,197,235,4,9,14
2024-09-30,FAC0260,1,5,17,27,1,3,13
2024-03-14,FAC0188,36,35,206,102,2,1,14
2023-01-12,FAC0181,3,1,36,11,0,3,7
2023-09-30,FAC0200,0,3,9,20,2,8,15
2024-03-24,FAC0208,4,2,21,18,0,4,15
2023-12-20,FAC0037,11,15,83,88,3,5,11
2024-09-30,FAC0248,6,7,39,28,2,8,4
2024-08-03,FAC0165,16,16,113,179,0,1,15
2024-05-04,FAC0212,7,0,34,21,4,5,14
2023-01-11,FAC0061,6,1,38,6,0,9,20
2024-02-06,FAC0137,3,0,13,8,1,5,11
2023-02-07,FAC0148,0,1,3,8,1,6,6
2023-04-28,FAC0096,0,0,20,14,1,3,12
2023-07-06,FAC0062,3,2,9,13,0,2,6
2024-09-14,FAC0045,1,3,25,12,2,6,9
2023-02-05,FAC0048,3,4,27,14,0,5,20
2023-11-15,FAC0032,1,1,9,4,1,9,9
2024-04-24,FAC0221,32,33,186,134,2,5,7
2024-10-08,FAC0003,1,0,17,3,1,4,10
2024-09-17,FAC0201,3,4,46,19,0,4,13
2024-05-20,FAC0114,4,0,22,14,3,4,16
2023-07-08,FAC0013,1,1,7,14,1,5,10
2023-12-29,FAC0206,0,0,8,17,0,8,10
2024-09-24,FAC0195,0,1,10,4,1,4,8
2023-08-08,FAC0210,3,3,28,22,1,5,10
2024-07-28,FAC0278,15,17,47,110,1,3,10
2024-01-14,FAC0121,3,0,39,6,1,3,10
2024-01-21,FAC0154,7,1,38,12,3,2,19
2023-04-25,FAC0085,1,0,4,4,1,2,5
2024-07-24,FAC0079,2,0,7,10,1,7,21
2023-12-10,FAC0044,1,4,21,15,1,6,14
2023-01-05,FAC0214,1,2,6,13,2,7,10
2024-10-19,FAC0250,1,0,13,8,2,4,7
2023-08-24,FAC0153,5,2,24,12,3,3,10
2024-03-10,FAC0104,4,1,14,28,0,7,5
2023-03-12,FAC0053,1,0,5,10,0,4,14
2023-08-03,FAC0010,0,0,9,4,1,4,9
2023-03-28,FAC0298,2,2,9,10,0,2,20
2023-12-21,FAC0017,22,37,339,76,4,2,20
2023-09-17,FAC0090,2,0,12,18,1,6,17
2024-10-05,FAC0100,4,28,130,146,2,4,24
2024-08-08,FAC0139,6,1,44,27,0,4,13
2024-07-06,FAC0289,6,0,41,5,0,4,12
2024-06-09,FAC0163,2,1,18,11,0,5,17
2024-10-28,FAC0265,1,1,11,18,0,6,7
2023-07-05,FAC0258,5,6,47,9,1,7,8
2024-02-06,FAC0279,7,0,86,12,2,3,11
2024-01-07,FAC0193,2,0,15,9,1,10,6
2024-05-03,FAC0146,1,0,7,2,0,3,13
2024-08-17,FAC0087,2,1,10,7,1,3,13
2023-06-02,FAC0276,1,0,12,21,1,4,8
2023-04-11,FAC0283,2,2,20,19,2,4,12
2023-11-09,FAC0008,2,2,17,7,2,2,9
2023-10-03,FAC0012,0,1,4,6,1,4,14
2024-11-26,FAC0097,12,6,49,37,1,6,9
2023-10-06,FAC0268,2,4,20,23,0,1,14
2024-09-28,FAC0273,0,0,11,20,0,5,9
2023-09-21,FAC0034,1,1,4,6,1,5,9
2023-05-14,FAC0264,1,2,24,49,0,4,10
2024-04-12,FAC0098,0,1,14,22,0,7,5
2024-06-25,FAC0187,33,22,163,182,4,11,7
2023-08-19,FAC0002,3,3,18,24,1,3,11
2024-04-17,FAC0261,2,2,23,12,1,5,16
2023-09-23,FAC0103,2,2,24,35,3,4,9
2023-10-13,FAC0165,21,29,228,64,2,1,9
2023-04-14,FAC0080,1,0,5,9,1,6,10
2024-08-24,FAC0192,37,17,117,193,5,7,12
2023-12-12,FAC0024,1,0,4,9,2,5,12
2023-03-02,FAC0068,4,0,23,4,0,7,6
2023-07-04,FAC0053,0,0,8,7,0,3,10
2023-05-15,FAC0136,4,1,26,9,0,5,18
2024-02-19,FAC0011,0,0,9,10,0,3,5
2024-01-21,FAC0071,0,1,7,4,1,5,13
2023-12-23,FAC0171,1,1,13,3,0,3,8
2024-07-10,FAC0072,2,4,30,38,0,11,12
2023-02-15,FAC0096,2,3,11,23,1,4,6
2024-02-23,FAC0002,0,3,23,19,1,3,7
2023-07-23,FAC0238,3,4,60,17,1,6,13
2024-09-08,FAC0141,3,4,32,17,0,6,14
2024-09-05,FAC0247,0,0,5,7,1,3,8
2024-03-25,FAC0068,3,2,9,18,1,4,7
2024-06-27,FAC0249,1,2,10,20,1,2,18
2024-10-06,FAC0159,6,2,31,10,0,6,15
2024-11-13,FAC0150,4,2,27,3,1,1,9
2024-11-06,FAC0296,32,9,240,159,5,7,20
2024-07-20,FAC0025,2,2,10,16,1,3,27
2023-02-19,FAC0207,2,1,21,14,1,8,8
2024-06-06,FAC0199,4,2,18,13,0,2,19
2024-12-12,FAC0262,0,2,7,15,1,3,15
2023-01-16,FAC0075,0,0,6,6,0,9,10
2024-01-03,FAC0154,5,4,31,19,4,5,19
2023-08-05,FAC0106,5,0,19,21,2,4,12
2024-02-12,FAC0020,3,2,6,14,1,5,10
2023-07-11,FAC0013,0,2,16,5,1,4,14
2023-08-26,FAC0013,0,0,12,9,1,5,12
2024-02-26,FAC0241,2,0,8,7,1,6,16
2023-06-22,FAC0136,5,4,31,4,1,3,10
2024-03-13,FAC0241,2,0,8,7,0,6,11
2023-09-27,FAC0274,7,1,41,51,0,5,12
2024-08-26,FAC0244,1,0,7,4,0,4,9
2024-07-17,FAC0255,5,4,23,14,1,4,9
2023-03-03,FAC0257,1,1,13,10,1,3,14
2024-10-20,FAC0105,3,0,9,21,1,2,25
2024-04-01,FAC0102,1,1,5,8,1,3,23
2023-07-29,FAC0167,7,5,42,22,1,1,10
2024-01-29,FAC0272,0,2,16,6,0,7,10
2023-05-29,FAC0285,13,30,179,191,0,3,11
2023-02-03,FAC0148,0,1,9,2,0,3,8
