pharmacy_id,pharmacy_name,district,city,ownership,availability_status
PHR0766,Kopargaon Health Chemist,Ahmednagar,Kopargaon,Private,Open
PHR0767,Baramati Wellness Dispensary,Pune,Baramati,Government,Open
PHR0768,Alibag Health Chemist,Raigad,Alibag,Government,Closed
PHR0769,Ausa Wellness Dispensary,Latur,Ausa,Private,Closed
PHR0770,Morshi Medical Dispensary,Amravati,Morshi,Private,Closed
PHR0771,Mahabaleshwar Care Pharmacy,Satara,Mahabaleshwar,Private,Open
PHR0772,Andheri Health Dispensary,Mumbai,Andheri,Government,Open
PHR0773,Borivali Wellness Store,Mumbai,Borivali,Government,Open
PHR0774,Kopargaon Medical Pharmacy,Ahmednagar,Kopargaon,Private,Open
PHR0775,Pen Medical Store,Raigad,Pen,Government,Open
PHR0776,Warud Medical Store,Amravati,Warud,Private,Open
PHR0777,Talegaon Medical Store,Pune,Talegaon,Government,Open
PHR0778,Alibag Health Dispensary,Raigad,Alibag,Private,Open
PHR0779,Kagal Wellness Dispensary,Kolhapur,Kagal,Private,Open
PHR0780,Khanapur Wellness Chemist,Sangli,Khanapur,Private,Open
PHR0781,Ahmednagar Pharma Chemist,Ahmednagar,Ahmednagar,Private,Closed
PHR0782,Kopargaon Wellness Store,Ahmednagar,Kopargaon,Private,Open
PHR0783,Kamptee Health Dispensary,Nagpur,Kamptee,Private,Closed
PHR0784,Talegaon Health Chemist,Pune,Talegaon,Private,Open
PHR0785,Katol Pharma Dispensary,Nagpur,Katol,Private,Open
PHR0786,Aurangabad Health Chemist,Aurangabad,Aurangabad,Private,Open
PHR0787,Butibori Health Store,Nagpur,Butibori,Private,Open
PHR0788,Igatpuri Medical Chemist,Nashik,Igatpuri,Private,Open
PHR0789,Malegaon Care Pharmacy,Nashik,Malegaon,Government,Open
PHR0790,Pen Care Chemist,Raigad,Pen,Private,Open
PHR0791,Gangapur Wellness Pharmacy,Aurangabad,Gangapur,Private,Open
PHR0792,Sakri Wellness Dispensary,Dhule,Sakri,Private,Open
PHR0793,Hingna Health Dispensary,Nagpur,Hingna,Government,Open
PHR0794,Kupwad Wellness Store,Sangli,Kupwad,Government,Open
PHR0795,Shirur Care Store,Pune,Shirur,Private,Open
PHR0796,Kupwad Pharma Pharmacy,Sangli,Kupwad,Private,Open
PHR0797,Pachora Wellness Pharmacy,Jalgaon,Pachora,Private,Open
PHR0798,Amravati Pharma Store,Amravati,Amravati,Private,Open
PHR0799,Butibori Wellness Pharmacy,Nagpur,Butibori,Private,Open
PHR0800,Malegaon Medical Chemist,Nashik,Malegaon,Government,Open
PHR0801,Miraj Pharma Dispensary,Sangli,Miraj,Private,Open
PHR0802,Andheri Medical Pharmacy,Mumbai,Andheri,Private,Closed
PHR0803,Udgir Medical Pharmacy,Latur,Udgir,Private,Open
PHR0804,Kamptee Medical Chemist,Nagpur,Kamptee,Private,Open
PHR0805,Warud Wellness Chemist,Amravati,Warud,Private,Open
PHR0806,Mohol Wellness Pharmacy,Solapur,Mohol,Government,Open
PHR0807,Paithan Pharma Dispensary,Aurangabad,Paithan,Government,Open
PHR0808,Pune Medical Dispensary,Pune,Pune,Private,Open
PHR0809,Niphad Wellness Pharmacy,Nashik,Niphad,Government,Closed
PHR0810,Sillod Care Chemist,Aurangabad,Sillod,Private,Open
PHR0811,Butibori Pharma Store,Nagpur,Butibori,Private,Open
PHR0812,Khanapur Wellness Pharmacy,Sangli,Khanapur,Private,Closed
PHR0813,Shrirampur Care Chemist,Ahmednagar,Shrirampur,Private,Open
PHR0814,Miraj Pharma Chemist,Sangli,Miraj,Government,Open
PHR0815,Uran Medical Chemist,Raigad,Uran,Government,Open
PHR0816,Mohol Medical Store,Solapur,Mohol,Government,Open
PHR0817,Dhule Wellness Pharmacy,Dhule,Dhule,Private,Open
PHR0818,Deoni Health Pharmacy,Latur,Deoni,Government,Closed
PHR0819,Kagal Pharma Dispensary,Kolhapur,Kagal,Private,Open
PHR0820,Khanapur Care Dispensary,Sangli,Khanapur,Private,Open
PHR0821,Miraj Pharma Pharmacy,Sangli,Miraj,Government,Open
PHR0822,Karjat Wellness Store,Raigad,Karjat,Private,Closed
PHR0823,Pandharpur Health Pharmacy,Solapur,Pandharpur,Private,Open
PHR0824,Borivali Care Chemist,Mumbai,Borivali,Private,Open
PHR0825,Karjat Wellness Dispensary,Raigad,Karjat,Private,Open
PHR0826,Barshi Care Pharmacy,Solapur,Barshi,Government,Open
PHR0827,Pen Health Dispensary,Raigad,Pen,Government,Open
PHR0828,Amalner Care Dispensary,Jalgaon,Amalner,Private,Open
PHR0829,Andheri Pharma Chemist,Mumbai,Andheri,Private,Open
PHR0830,Bhusawal Wellness Pharmacy,Jalgaon,Bhusawal,Private,Open
PHR0831,Ausa Care Dispensary,Latur,Ausa,Private,Open
PHR0832,Borivali Care Store,Mumbai,Borivali,Private,Open
PHR0833,Latur Pharma Chemist,Latur,Latur,Private,Open
PHR0834,Ahmednagar Pharma Chemist,Ahmednagar,Ahmednagar,Private,Closed
PHR0835,Kolhapur Pharma Store,Kolhapur,Kolhapur,Private,Open
PHR0836,Sangamner Care Chemist,Ahmednagar,Sangamner,Private,Open
PHR0837,Mohol Medical Chemist,Solapur,Mohol,Private,Open
PHR0838,Kurla Wellness Pharmacy,Mumbai,Kurla,Private,Open
PHR0839,Aurangabad Pharma Pharmacy,Aurangabad,Aurangabad,Private,Open
PHR0840,Pachora Pharma Pharmacy,Jalgaon,Pachora,Private,Open
PHR0841,Shirur Care Pharmacy,Pune,Shirur,Private,Open
PHR0842,Barshi Wellness Store,Solapur,Barshi,Private,Open
PHR0843,Borivali Health Dispensary,Mumbai,Borivali,Government,Open
PHR0844,Nashik Wellness Chemist,Nashik,Nashik,Private,Open
PHR0845,Pachora Care Chemist,Jalgaon,Pachora,Private,Open
PHR0846,Borivali Pharma Chemist,Mumbai,Borivali,Private,Closed
PHR0847,Phaltan Care Chemist,Satara,Phaltan,Private,Open
PHR0848,Nagpur Wellness Dispensary,Nagpur,Nagpur,Government,Closed
PHR0849,Mahabaleshwar Health Chemist,Satara,Mahabaleshwar,Private,Open
PHR0850,Butibori Pharma Chemist,Nagpur,Butibori,Private,Closed
PHR0851,Katol Health Chemist,Nagpur,Katol,Private,Closed
PHR0852,Malegaon Care Chemist,Nashik,Malegaon,Private,Closed
PHR0853,Amalner Pharma Store,Jalgaon,Amalner,Private,Open
PHR0854,Sangamner Medical Dispensary,Ahmednagar,Sangamner,Government,Open
PHR0855,Igatpuri Care Pharmacy,Nashik,Igatpuri,Private,Open
PHR0856,Mahabaleshwar Health Dispensary,Satara,Mahabaleshwar,Private,Open
PHR0857,Katol Pharma Dispensary,Nagpur,Katol,Government,Open
PHR0858,Karjat Pharma Chemist,Raigad,Karjat,Private,Closed
PHR0859,Sinnar Health Store,Nashik,Sinnar,Government,Open
PHR0860,Katol Medical Store,Nagpur,Katol,Government,Open
PHR0861,Baramati Care Pharmacy,Pune,Baramati,Private,Closed
PHR0862,Dhule Medical Store,Dhule,Dhule,Government,Open
PHR0863,Dhule Health Chemist,Dhule,Dhule,Private,Open
PHR0864,Rahuri Medical Chemist,Ahmednagar,Rahuri,Government,Open
PHR0865,Gangapur Wellness Dispensary,Aurangabad,Gangapur,Private,Open
PHR0866,Mangalvedhe Wellness Store,Solapur,Mangalvedhe,Government,Closed
PHR0867,Radhanagari Health Dispensary,Kolhapur,Radhanagari,Private,Closed
PHR0868,Uran Pharma Pharmacy,Raigad,Uran,Private,Open
PHR0869,Kurla Health Pharmacy,Mumbai,Kurla,Private,Open
PHR0870,Satara Medical Dispensary,Satara,Satara,Private,Open
PHR0871,Kagal Health Pharmacy,Kolhapur,Kagal,Private,Open
PHR0872,Kolhapur Health Pharmacy,Kolhapur,Kolhapur,Government,Open
PHR0873,Ahmednagar Care Pharmacy,Ahmednagar,Ahmednagar,Private,Open
PHR0874,Alibag Pharma Dispensary,Raigad,Alibag,Private,Open
PHR0875,Sangli Health Pharmacy,Sangli,Sangli,Private,Open
PHR0876,Pandharpur Wellness Dispensary,Solapur,Pandharpur,Government,Open
PHR0877,Udgir Pharma Pharmacy,Latur,Udgir,Private,Open
PHR0878,Pune Care Store,Pune,Pune,Government,Open
PHR0879,Hatkanangle Pharma Chemist,Kolhapur,Hatkanangle,Private,Open
PHR0880,Baramati Wellness Dispensary,Pune,Baramati,Private,Open
PHR0881,Alibag Wellness Chemist,Raigad,Alibag,Private,Open
PHR0882,Sindkhede Wellness Dispensary,Dhule,Sindkhede,Private,Open
PHR0883,Nashik Health Chemist,Nashik,Nashik,Private,Open
PHR0884,Mohol Wellness Chemist,Solapur,Mohol,Private,Open
PHR0885,Achalpur Health Chemist,Amravati,Achalpur,Government,Open
PHR0886,Pune Medical Pharmacy,Pune,Pune,Private,Open
PHR0887,Katol Care Store,Nagpur,Katol,Private,Open
PHR0888,Hatkanangle Medical Chemist,Kolhapur,Hatkanangle,Private,Open
PHR0889,Malegaon Wellness Pharmacy,Nashik,Malegaon,Private,Closed
PHR0890,Sakri Health Chemist,Dhule,Sakri,Private,Open
PHR0891,Solapur Care Dispensary,Solapur,Solapur,Private,Closed
PHR0892,Karjat Pharma Pharmacy,Raigad,Karjat,Private,Closed
PHR0893,Karad Medical Store,Satara,Karad,Private,Open
PHR0894,Aurangabad Health Chemist,Aurangabad,Aurangabad,Private,Open
PHR0895,Latur Wellness Dispensary,Latur,Latur,Private,Open
PHR0896,Miraj Medical Chemist,Sangli,Miraj,Government,Open
PHR0897,Pen Medical Dispensary,Raigad,Pen,Government,Open
PHR0898,Mumbai Care Dispensary,Mumbai,Mumbai,Government,Open
PHR0899,Ichalkaranji Care Dispensary,Kolhapur,Ichalkaranji,Government,Closed
PHR0900,Pachora Medical Store,Jalgaon,Pachora,Government,Open
PHR0901,Gangapur Wellness Store,Aurangabad,Gangapur,Private,Open
PHR0902,Miraj Wellness Chemist,Sangli,Miraj,Private,Open
PHR0903,Amalner Pharma Chemist,Jalgaon,Amalner,Private,Open
PHR0904,Andheri Pharma Store,Mumbai,Andheri,Private,Open
PHR0905,Kolhapur Pharma Chemist,Kolhapur,Kolhapur,Government,Closed
PHR0906,Ahmednagar Care Pharmacy,Ahmednagar,Ahmednagar,Private,Open
PHR0907,Solapur Pharma Store,Solapur,Solapur,Private,Open
PHR0908,Sindkhede Health Chemist,Dhule,Sindkhede,Private,Open
PHR0909,Pimpri-Chinchwad Wellness Store,Pune,Pimpri-Chinchwad,Government,Open
PHR0910,Kurla Care Dispensary,Mumbai,Kurla,Private,Open
PHR0911,Nilanga Health Dispensary,Latur,Nilanga,Government,Closed
PHR0912,Katol Medical Chemist,Nagpur,Katol,Private,Open
PHR0913,Dhule Health Pharmacy,Dhule,Dhule,Private,Closed
PHR0914,Mumbai Medical Dispensary,Mumbai,Mumbai,Private,Open
PHR0915,Dhule Pharma Store,Dhule,Dhule,Private,Open
PHR0916,Nashik Wellness Store,Nashik,Nashik,Private,Open
PHR0917,Hingna Care Pharmacy,Nagpur,Hingna,Government,Closed
PHR0918,Baramati Medical Pharmacy,Pune,Baramati,Government,Closed
PHR0919,Talegaon Wellness Chemist,Pune,Talegaon,Private,Open
PHR0920,Satara Wellness Store,Satara,Satara,Private,Closed
PHR0921,Bhusawal Health Store,Jalgaon,Bhusawal,Private,Open
PHR0922,Vaijapur Pharma Chemist,Aurangabad,Vaijapur,Private,Open
PHR0923,Shirpur Wellness Store,Dhule,Shirpur,Government,Open
PHR0924,Shirpur Pharma Chemist,Dhule,Shirpur,Private,Open
PHR0925,Borivali Pharma Chemist,Mumbai,Borivali,Private,Open
PHR0926,Sinnar Health Dispensary,Nashik,Sinnar,Private,Open
PHR0927,Kopargaon Wellness Store,Ahmednagar,Kopargaon,Private,Open
PHR0928,Niphad Care Chemist,Nashik,Niphad,Private,Open
PHR0929,Paithan Health Chemist,Aurangabad,Paithan,Private,Open
PHR0930,Vaijapur Pharma Pharmacy,Aurangabad,Vaijapur,Private,Closed
PHR0931,Pachora Wellness Chemist,Jalgaon,Pachora,Government,Open
PHR0932,Pune Medical Chemist,Pune,Pune,Private,Open
PHR0933,Aurangabad Care Chemist,Aurangabad,Aurangabad,Private,Open
PHR0934,Sangli Health Store,Sangli,Sangli,Private,Open
PHR0935,Igatpuri Wellness Chemist,Nashik,Igatpuri,Private,Open
PHR0936,Kupwad Pharma Dispensary,Sangli,Kupwad,Government,Open
PHR0937,Shirpur Pharma Chemist,Dhule,Shirpur,Private,Open
PHR0938,Jalgaon Pharma Dispensary,Jalgaon,Jalgaon,Private,Open
PHR0939,Andheri Health Pharmacy,Mumbai,Andheri,Private,Open
PHR0940,Pen Pharma Chemist,Raigad,Pen,Private,Open
PHR0941,Sillod Medical Store,Aurangabad,Sillod,Private,Open
PHR0942,Dadar Health Store,Mumbai,Dadar,Private,Open
PHR0943,Dhule Medical Pharmacy,Dhule,Dhule,Private,Open
PHR0944,Uran Medical Pharmacy,Raigad,Uran,Private,Open
PHR0945,Rahuri Health Dispensary,Ahmednagar,Rahuri,Private,Open
PHR0946,Malegaon Health Chemist,Nashik,Malegaon,Private,Open
PHR0947,Shirpur Health Chemist,Dhule,Shirpur,Private,Open
PHR0948,Kamptee Wellness Chemist,Nagpur,Kamptee,Private,Open
PHR0949,Talegaon Care Dispensary,Pune,Talegaon,Government,Open
PHR0950,Sillod Care Pharmacy,Aurangabad,Sillod,Private,Closed
PHR0951,Sillod Wellness Dispensary,Aurangabad,Sillod,Government,Open
PHR0952,Morshi Pharma Chemist,Amravati,Morshi,Private,Closed
PHR0953,Dadar Health Dispensary,Mumbai,Dadar,Private,Closed
PHR0954,Pune Medical Pharmacy,Pune,Pune,Private,Open
PHR0955,Miraj Pharma Chemist,Sangli,Miraj,Private,Open
PHR0956,Shirur Medical Dispensary,Pune,Shirur,Government,Closed
PHR0957,Ichalkaranji Care Dispensary,Kolhapur,Ichalkaranji,Private,Open
PHR0958,Karjat Health Pharmacy,Raigad,Karjat,Government,Open
PHR0959,Andheri Medical Chemist,Mumbai,Andheri,Private,Open
PHR0960,Karad Care Dispensary,Satara,Karad,Private,Open
PHR0961,Sangamner Pharma Store,Ahmednagar,Sangamner,Private,Open
PHR0962,Daryapur Medical Store,Amravati,Daryapur,Private,Open
PHR0963,Sindkhede Pharma Chemist,Dhule,Sindkhede,Private,Open
PHR0964,Aurangabad Health Dispensary,Aurangabad,Aurangabad,Private,Open
PHR0965,Amravati Care Dispensary,Amravati,Amravati,Private,Closed
PHR0966,Karad Health Chemist,Satara,Karad,Government,Open
PHR0967,Shrirampur Pharma Chemist,Ahmednagar,Shrirampur,Private,Closed
PHR0968,Kamptee Wellness Store,Nagpur,Kamptee,Private,Closed
PHR0969,Hatkanangle Pharma Store,Kolhapur,Hatkanangle,Private,Closed
PHR0970,Pimpri-Chinchwad Health Dispensary,Pune,Pimpri-Chinchwad,Government,Open
PHR0971,Udgir Medical Dispensary,Latur,Udgir,Private,Open
PHR0972,Talegaon Pharma Pharmacy,Pune,Talegaon,Private,Open
PHR0973,Igatpuri Wellness Pharmacy,Nashik,Igatpuri,Government,Closed
PHR0974,Nashik Wellness Chemist,Nashik,Nashik,Government,Open
PHR0975,Mangalvedhe Pharma Chemist,Solapur,Mangalvedhe,Government,Closed
PHR0976,Gangapur Care Store,Aurangabad,Gangapur,Private,Closed
PHR0977,Sangli Wellness Dispensary,Sangli,Sangli,Private,Open
PHR0978,Miraj Medical Store,Sangli,Miraj,Private,Open
PHR0979,Andheri Care Store,Mumbai,Andheri,Private,Closed
PHR0980,Barshi Pharma Dispensary,Solapur,Barshi,Private,Open
PHR0981,Kamptee Health Store,Nagpur,Kamptee,Government,Open
PHR0982,Rahuri Pharma Chemist,Ahmednagar,Rahuri,Private,Closed
PHR0983,Sangamner Pharma Pharmacy,Ahmednagar,Sangamner,Private,Open
PHR0984,Jalgaon Wellness Store,Jalgaon,Jalgaon,Government,Open
PHR0985,Solapur Health Pharmacy,Solapur,Solapur,Private,Open
PHR0986,Karad Medical Chemist,Satara,Karad,Private,Open
PHR0987,Gangapur Care Store,Aurangabad,Gangapur,Private,Open
PHR0988,Ichalkaranji Health Dispensary,Kolhapur,Ichalkaranji,Private,Open
PHR0989,Mohol Health Chemist,Solapur,Mohol,Private,Open
PHR0990,Satara Health Store,Satara,Satara,Private,Open
PHR0991,Pandharpur Wellness Dispensary,Solapur,Pandharpur,Private,Open
PHR0992,Deoni Care Dispensary,Latur,Deoni,Private,Closed
PHR0993,Mangalvedhe Pharma Chemist,Solapur,Mangalvedhe,Private,Open
PHR0994,Sinnar Care Dispensary,Nashik,Sinnar,Private,Closed
PHR0995,Amalner Pharma Store,Jalgaon,Amalner,Government,Closed
PHR0996,Kamptee Wellness Pharmacy,Nagpur,Kamptee,Private,Open
PHR0997,Mahabaleshwar Health Dispensary,Satara,Mahabaleshwar,Private,Open
PHR0998,Panvel Health Pharmacy,Raigad,Panvel,Government,Closed
PHR0999,Amravati Wellness Dispensary,Amravati,Amravati,Government,Open
PHR1000,Niphad Care Store,Nashik,Niphad,Private,Open
